Accum_y-0,T-1,T-2,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5,Accum_y-6,Accum_y-7
252,567,530,329,469,693,1378,645,636,608
252,567,528,329,422,693,1338,598,584,607
252,565,530,415,409,693,1355,597,533,650
252,548,525,417,409,693,1322,493,473,895
263,553,500,453,409,693,1341,503,413,809
265,543,516,517,410,693,1375,525,396,800
318,544,513,526,282,668,1426,525,402,892
340,550,513,512,282,654,1424,525,462,856
342,554,461,529,282,654,1374,507,433,729
336,560,461,527,282,654,1441,506,419,782
336,560,460,523,285,654,1452,504,381,813
323,573,429,523,282,654,1384,565,395,813
302,594,429,436,282,653,1331,595,511,815
302,529,479,435,282,653,1309,651,555,813
302,484,518,435,282,585,1336,673,774,815
342,369,593,435,282,646,1330,710,787,926
383,236,726,435,282,706,1334,780,787,927
383,217,745,443,282,708,1263,781,787,975
406,216,746,472,282,530,1263,778,767,1042
470,216,746,515,282,433,1267,781,762,1042
476,216,666,446,282,330,1161,781,784,1119
476,187,605,412,283,271,952,782,789,1123
460,190,609,514,284,267,920,782,773,1123
463,129,526,510,284,267,868,860,773,1103
455,106,558,510,284,267,1064,785,773,1105
564,106,558,510,202,267,1087,707,757,1114
568,162,555,510,287,295,1117,698,731,1245
545,184,555,542,299,328,1123,675,712,1385
551,189,555,563,326,393,1057,675,619,1423
500,227,568,569,370,405,1209,561,619,1423
475,252,568,569,518,430,1209,497,619,1423
475,252,567,571,525,465,1209,472,685,1450
475,252,567,571,432,466,1288,468,685,1519
545,252,565,523,403,498,1271,518,678,1475
568,252,548,538,402,750,1253,482,661,1211
559,263,553,503,402,809,1157,506,663,1097
565,265,543,502,401,818,1123,542,668,1069
607,318,544,694,401,818,1058,546,693,937
590,340,550,892,405,818,1021,551,626,841
584,342,554,877,413,818,1013,551,626,839
584,336,560,877,413,818,929,551,675,786
584,336,560,984,410,820,871,554,681,755
584,323,573,984,452,820,870,579,673,750
677,302,594,992,464,833,870,550,595,747
766,302,529,992,500,869,881,494,551,747
766,302,484,992,500,841,787,450,332,744
726,342,369,992,506,780,779,438,319,631
685,383,236,992,574,720,769,389,327,630
685,383,217,984,821,827,785,409,368,582
662,406,216,955,1091,771,760,473,369,515
723,470,216,873,1091,711,750,470,367,515
721,476,216,870,1121,711,748,591,343,437
722,476,187,870,1158,727,745,594,311,430
737,460,190,721,1157,739,745,594,286,430
734,463,129,721,1247,745,745,523,260,430
733,455,106,721,1247,756,474,557,260,448
624,564,106,721,1244,767,415,590,260,454
563,568,162,721,1123,739,385,591,259,369
563,545,184,689,1111,711,366,607,293,460
796,551,189,668,1179,646,312,624,293,430
796,500,227,675,1135,634,157,756,316,431
796,475,252,675,956,609,157,756,316,553
796,475,252,673,949,574,159,756,250,526
796,475,252,707,984,573,90,756,285,513
772,545,252,669,1005,559,117,769,396,513
749,568,252,710,1022,382,117,809,443,513
740,559,263,709,1046,334,117,997,487,512
758,565,265,640,1046,461,117,940,488,512
660,607,318,433,1046,461,208,936,517,620
649,590,340,224,1131,465,222,931,540,620
649,584,342,222,1123,488,222,938,540,628
649,584,336,295,1161,504,356,947,491,628
649,584,336,208,1161,517,364,944,485,644
649,584,323,299,1120,523,364,858,492,676
556,677,302,291,1108,510,364,857,822,680
468,766,302,291,1240,474,353,857,822,732
468,766,302,291,1240,476,666,857,822,756
468,726,342,291,1234,476,678,832,822,771
468,685,383,291,1230,476,748,811,814,775
468,685,383,305,983,367,733,789,773,776
468,662,406,326,713,367,733,725,770,776
343,723,470,326,713,367,733,725,779,776
339,721,476,327,683,367,733,607,813,776
338,722,476,423,645,351,733,603,812,776
323,737,460,423,645,339,733,609,812,776
323,734,463,444,555,333,733,610,812,776
325,733,455,444,555,322,733,618,812,764
326,624,564,444,555,311,757,585,930,749
326,563,568,444,555,311,791,584,1024,716
376,563,545,444,555,330,791,568,991,485
334,796,551,444,458,330,791,551,1016,477
392,796,500,431,484,330,793,405,1053,514
456,796,475,484,523,340,793,486,1053,410
505,796,475,587,549,408,791,717,1053,410
505,796,475,568,537,492,781,717,1018,354
493,772,545,606,611,474,754,896,907,354
507,749,568,548,594,415,772,883,858,354
759,740,559,548,570,406,929,667,1022,354
772,758,565,623,570,270,937,887,1062,410
848,660,607,671,570,270,846,920,1003,301
848,649,590,695,481,274,832,1176,980,314
848,649,584,705,481,465,854,1208,980,339
848,649,584,634,443,449,721,1211,980,356
848,649,584,614,443,436,759,1219,1190,360
848,649,584,523,442,524,1039,1328,1177,424
848,556,677,523,442,538,1156,1364,809,421
847,468,766,523,274,541,1165,1402,824,391
847,468,766,523,281,539,848,1415,824,454
847,468,726,525,281,561,834,1415,824,543
957,468,685,661,217,561,820,1415,824,540
957,468,685,715,217,561,890,1415,824,539
1024,468,662,724,232,561,893,1415,824,539
1024,343,723,776,392,561,893,1415,826,539
1024,339,721,775,392,561,893,1412,792,539
1027,338,722,679,392,564,909,1562,792,552
1076,323,737,679,396,569,909,1588,792,552
1093,323,734,681,398,571,909,1596,792,552
1091,325,733,689,471,571,909,1758,792,544
1134,326,624,689,493,571,885,1816,674,544
1273,326,563,689,493,571,851,1837,580,526
1657,376,563,689,493,547,851,1971,579,587
1456,334,796,689,532,557,851,1971,554,587
1398,392,796,689,506,598,849,1971,494,549
1334,456,796,636,467,605,849,1934,494,560
1285,505,796,533,441,600,853,1703,494,603
1286,505,796,525,417,555,902,1703,510,604
1252,493,772,506,322,593,930,1461,523,605
1297,507,749,506,322,577,947,1434,561,605
1045,759,740,506,322,594,856,1425,354,605
1055,772,758,454,322,594,1001,1209,323,545
1007,848,660,406,322,596,1002,1205,332,544
1007,848,649,382,322,622,1003,949,392,531
1007,848,649,499,322,466,993,910,400,498
1019,848,649,497,322,469,992,898,400,481
1032,848,649,567,322,467,946,890,190,461
1135,848,649,654,322,373,666,781,190,365
1249,848,556,682,322,359,549,745,265,364
1249,847,468,682,322,356,540,707,254,342
1249,847,468,863,315,356,589,694,326,255
1249,847,468,900,494,334,551,694,326,151
1139,957,468,995,623,334,525,807,384,150
1160,957,468,927,623,363,458,967,384,150
1093,1024,468,1010,608,371,455,1123,384,150
1093,1024,343,982,448,424,455,1123,373,228
1093,1024,339,982,448,427,455,1123,373,258
1092,1027,338,983,448,464,439,973,373,246
1044,1076,323,1022,444,542,439,941,373,326
1087,1093,323,1097,442,544,439,924,406,326
1087,1091,325,1112,369,663,439,820,730,326
1043,1134,326,1124,347,956,439,774,731,326
904,1273,326,1221,356,967,439,754,731,326
470,1657,376,1249,506,1206,439,620,731,263
469,1456,334,1278,473,1196,454,620,731,263
469,1398,392,1278,473,1155,469,620,731,263
469,1334,456,1278,473,1138,469,678,731,236
469,1285,505,1278,473,1075,465,793,731,376
468,1286,505,1271,473,1055,527,794,715,486
468,1252,493,1252,473,1043,569,799,702,491
409,1297,507,1252,473,1043,535,799,664,534
409,1045,759,1252,482,1024,647,987,660,534
354,1055,772,1229,629,1024,519,982,645,598
326,1007,848,1229,629,1022,545,953,635,603
327,1007,848,1229,629,989,574,953,575,626
658,1007,848,1233,658,1126,568,953,567,654
759,1019,848,1239,658,1123,575,953,567,655
776,1032,848,1167,658,1123,577,963,567,1015
673,1135,848,1081,658,1123,709,963,567,1042
560,1249,848,1053,658,1123,711,963,492,1138
610,1249,847,1056,658,1123,794,966,567,1149
652,1249,847,875,658,1123,782,1150,495,1164
652,1249,847,836,479,1123,778,1162,546,1164
652,1139,957,641,350,1123,745,1050,488,1164
631,1160,957,641,350,1094,1020,917,489,1164
631,1093,1024,539,350,1086,1022,800,532,1164
631,1093,1024,518,350,1033,1024,800,579,1086
631,1093,1024,537,382,1144,1024,802,621,1056
629,1092,1027,654,388,1112,1024,802,647,1055
628,1044,1076,620,388,1029,1024,805,648,975
575,1087,1093,562,388,1060,1024,805,630,975
575,1087,1091,539,388,1025,1123,723,368,991
586,1043,1134,549,390,742,1123,713,380,1045
596,904,1273,453,400,731,1123,910,411,1107
613,470,1657,427,250,492,1158,912,554,1109
652,469,1456,456,244,492,1143,1092,688,1140
825,469,1398,456,285,492,1203,1102,705,1140
842,469,1334,456,369,492,1372,1062,813,1200
842,469,1285,456,399,493,1419,947,838,1041
842,468,1286,456,399,474,1309,946,898,930
842,468,1252,509,410,502,1241,993,899,924
842,409,1297,512,481,515,1272,993,899,968
842,409,1045,518,627,515,1114,805,899,968
842,354,1055,537,517,515,1096,979,933,918
843,326,1007,551,517,515,1069,1110,946,913
842,327,1007,551,518,514,1039,1216,948,958
511,658,1007,420,491,319,1034,1221,952,976
398,759,1019,414,491,337,1027,1221,952,981
368,776,1032,425,491,340,1025,1211,952,621
368,673,1135,456,491,340,901,1211,952,665
367,560,1249,478,491,370,904,1259,952,573
317,610,1249,552,491,496,821,1263,873,562
275,652,1249,624,491,550,784,1079,873,578
280,652,1249,645,491,581,819,1160,822,594
323,652,1139,618,491,581,819,1174,822,594
383,631,1160,757,491,596,541,1147,834,594
424,631,1093,746,491,703,553,1108,791,595
477,631,1093,743,491,950,552,1108,829,651
481,631,1093,724,459,871,598,1137,796,873
481,629,1092,643,453,905,616,1137,936,1187
483,628,1044,638,453,1257,616,1147,944,1353
476,575,1087,598,453,1400,616,1147,929,1417
476,575,1087,715,453,1421,529,1133,867,1445
465,586,1043,713,473,1411,530,1138,854,1765
455,596,904,753,471,1412,530,941,823,1795
438,613,470,753,517,1413,495,1098,748,1853
493,652,469,695,703,1416,519,952,618,2031
338,825,469,713,671,1465,444,1081,613,2130
402,842,469,766,647,1651,275,1073,720,2088
471,842,469,839,640,1702,228,1128,696,2086
522,842,468,848,640,1720,227,1134,636,2089
547,842,468,795,629,1666,225,1205,663,2089
547,842,409,834,558,1716,247,1292,667,2008
552,842,409,828,403,1739,356,1391,667,2008
552,842,354,810,366,1857,502,1271,636,2038
561,843,326,842,366,1886,505,1161,657,2069
561,842,327,852,365,2073,505,1055,677,2017
563,511,658,852,363,2089,504,1050,691,1971
573,398,759,854,381,2072,527,1195,691,1965
573,368,776,843,381,2111,527,1247,691,1966
573,368,673,811,418,2138,520,1252,693,1940
647,367,560,789,418,2154,515,1231,693,1956
665,317,610,715,496,2127,515,1226,698,1986
680,275,652,651,555,2080,515,1235,700,1955
675,280,652,742,561,2049,480,1142,700,1939
632,323,652,733,563,2049,480,1159,705,1940
572,383,631,594,563,2034,479,1172,696,1940
539,424,631,607,563,1984,465,1242,696,1939
486,477,631,619,565,1742,535,1354,614,1883
482,481,631,629,592,1731,494,1467,614,1661
520,481,629,592,592,1697,512,1467,470,1347
518,483,628,592,624,1406,551,1550,469,1181
542,476,575,616,673,1228,611,1616,469,1182
569,476,575,499,717,1123,631,1650,481,1139
593,465,586,481,695,1132,631,1643,481,765
593,455,596,440,680,1141,713,1642,481,683
593,438,613,438,678,1144,796,1483,413,624
499,493,652,457,501,1209,788,1503,415,415
607,338,825,452,492,1188,801,1409,414,316
619,402,842,399,432,1005,812,1355,221,296
666,471,842,326,409,953,856,1303,226,274
671,522,842,317,409,935,898,1297,226,293
668,547,842,317,409,935,898,1228,200,293
668,547,842,275,409,872,844,1244,246,291
699,552,842,275,409,849,715,1164,259,291
699,552,842,274,409,731,562,1110,312,281
689,561,843,228,409,702,559,1242,291,255
689,561,842,218,415,515,559,1276,420,279
687,563,511,218,433,504,559,1290,695,330
677,573,398,216,549,504,536,1181,816,343
677,573,368,216,648,469,536,1251,847,355
689,573,368,216,612,479,535,1263,850,311
680,647,367,272,612,437,535,1249,850,295
667,665,317,356,534,338,535,1247,864,265
660,680,275,440,475,331,535,1271,980,290
680,675,280,344,477,331,537,1272,1141,382
680,632,323,344,574,387,537,1240,1136,384
680,572,383,344,587,412,552,1227,1132,384
672,539,424,346,587,511,564,1157,1132,385
672,486,477,365,608,509,493,1046,1139,385
672,482,481,402,581,524,496,903,1158,390
634,520,481,419,585,530,547,962,1317,393
642,518,483,419,553,572,508,918,1478,482
645,542,476,395,588,619,496,884,1559,516
629,569,476,411,567,624,609,854,1617,523
606,593,465,411,567,758,763,869,1620,523
640,593,455,411,565,841,681,869,1625,513
704,593,438,433,521,875,598,870,1632,512
721,499,493,441,521,1048,582,946,1633,512
595,607,338,428,522,1354,569,939,1622,543
502,619,402,433,522,1398,558,948,1600,590
386,666,471,433,522,1532,514,1147,1671,633
336,671,522,485,538,1532,472,1391,1671,611
314,668,547,485,576,1532,472,1343,1691,611
314,668,547,486,577,1532,472,1240,1641,628
278,699,552,517,660,1532,472,1221,1668,665
278,699,552,517,683,1532,472,1222,1615,680
278,689,561,532,703,1532,472,1104,1602,675
319,689,561,538,901,1532,472,1070,1451,635
319,687,563,578,1050,1527,472,1056,1158,589
319,677,573,578,1017,1528,472,1020,1037,582
319,677,573,578,985,1521,472,898,1006,588
307,689,573,578,1026,1493,507,881,1001,592
247,680,647,522,1079,1489,517,868,1001,590
374,667,665,515,1118,1489,517,871,982,607
374,660,680,513,1127,1489,517,851,865,582
354,680,675,506,1179,1517,563,863,705,490
380,680,632,650,1086,1506,586,868,705,487
387,680,572,650,1073,1500,573,954,719,487
387,672,539,635,1073,1372,572,1036,727,486
387,672,486,608,1050,1371,650,1124,719,486
387,672,482,562,1072,1332,701,1188,691,486
391,634,520,545,1080,1318,650,1172,510,530
384,642,518,545,1102,1241,767,1200,341,526
357,645,542,545,1026,1213,777,1205,260,473
346,629,569,530,1016,1279,642,1197,199,536
345,606,593,528,1017,1151,487,1182,284,536
311,640,593,530,1017,1058,487,1182,293,536
247,704,593,525,1049,1020,490,1181,286,536
230,721,499,500,1091,782,491,1051,279,536
230,595,607,516,1091,550,491,1036,295,505
230,502,619,513,1091,564,491,1092,295,458
230,386,666,513,1091,437,495,999,219,438
224,336,671,461,1075,438,541,839,219,468
224,314,668,461,1042,438,546,907,220,519
225,314,668,460,1082,443,592,956,248,549
246,278,699,429,1059,445,607,985,301,514
258,278,699,429,1036,445,870,987,302,466
270,278,689,479,1021,445,925,952,389,466
229,319,689,518,817,445,980,952,389,467
239,319,687,593,650,445,1012,1144,411,462
239,319,677,726,549,443,1212,1147,433,456
240,319,677,745,482,443,1216,1147,443,437
431,307,689,746,440,434,1181,1147,511,434
444,247,680,746,387,434,1171,1157,582,439
339,374,667,666,348,434,1171,1154,584,426
427,374,660,605,339,434,1211,1141,700,457
433,354,680,609,279,406,1275,1128,710,511
417,380,680,526,273,361,1382,1123,710,581
446,387,680,558,273,342,1380,1051,696,640
446,387,672,558,293,314,1419,980,688,720
446,387,672,555,293,312,1435,924,686,733
446,387,672,555,273,312,1402,859,726,743
442,391,634,555,292,312,1469,817,754,696
441,384,642,568,271,286,1491,744,754,611
464,357,645,568,271,267,1457,707,754,565
486,346,629,567,314,198,1448,729,844,494
515,345,606,567,313,324,1448,769,807,546
522,311,640,565,313,366,1448,769,794,604
674,247,704,548,281,367,1445,820,934,683
674,230,721,553,230,364,1444,897,937,744
675,230,595,543,235,262,1444,874,921,761
687,230,502,544,241,329,1469,823,921,761
691,230,386,550,266,322,1479,753,920,745
762,224,336,554,266,321,1433,727,938,744
822,224,314,560,263,321,1428,670,916,707
832,225,314,560,228,316,1382,668,890,694
817,246,278,573,168,317,1367,708,797,692
805,258,278,594,255,317,1105,758,793,691
793,270,278,529,251,317,1050,780,706,691
793,229,319,484,251,317,1091,851,728,690
783,239,319,369,251,317,1059,717,706,690
783,239,319,236,251,317,859,723,684,690
782,240,319,217,251,317,855,794,675,690
591,431,307,216,251,317,1089,819,610,710
573,444,247,216,290,317,1246,815,539,710
591,339,374,216,362,317,1349,923,537,708
516,427,374,187,396,317,1368,1135,420,705
510,433,354,190,443,317,1260,1167,409,692
500,417,380,129,447,317,1130,1219,410,648
634,446,387,106,447,317,1130,1280,485,589
717,446,387,106,427,402,1080,1305,563,525
721,446,387,162,427,438,986,1272,572,539
768,446,387,184,425,438,960,1285,555,543
805,442,391,189,394,440,857,1404,527,636
875,441,384,227,393,440,718,1400,655,636
958,464,357,252,385,471,694,1400,719,636
950,486,346,252,329,469,693,1378,645,636
1056,515,345,252,329,422,693,1338,598,584
1104,522,311,252,415,409,693,1355,597,533
977,674,247,252,417,409,693,1322,493,473
977,674,230,263,453,409,693,1341,503,413
976,675,230,265,517,410,693,1375,525,396
964,687,230,318,526,282,668,1426,525,402
960,691,230,340,512,282,654,1424,525,462
889,762,224,342,529,282,654,1374,507,433
829,822,224,336,527,282,654,1441,506,419
818,832,225,336,523,285,654,1452,504,381
815,817,246,323,523,282,654,1384,565,395
823,805,258,302,436,282,653,1331,595,511
846,793,270,302,435,282,653,1309,651,555
856,793,229,302,435,282,585,1336,673,774
915,783,239,342,435,282,646,1330,710,787
922,783,239,383,435,282,706,1334,780,787
922,782,240,383,443,282,708,1263,781,787
922,591,431,406,472,282,530,1263,778,767
922,573,444,470,515,282,433,1267,781,762
877,591,339,476,446,282,330,1161,781,784
906,516,427,476,412,283,271,952,782,789
906,510,433,460,514,284,267,920,782,773
906,500,417,463,510,284,267,868,860,773
736,634,446,455,510,284,267,1064,785,773
653,717,446,564,510,202,267,1087,707,757
682,721,446,568,510,287,295,1117,698,731
635,768,446,545,542,299,328,1123,675,712
598,805,442,551,563,326,393,1057,675,619
528,875,441,500,569,370,405,1209,561,619
520,958,464,475,569,518,430,1209,497,619
517,950,486,475,571,525,465,1209,472,685
382,1056,515,475,571,432,466,1288,468,685
327,1104,522,545,523,403,498,1271,518,678
302,977,674,568,538,402,750,1253,482,661
317,977,674,559,503,402,809,1157,506,663
317,976,675,565,502,401,818,1123,542,668
317,964,687,607,694,401,818,1058,546,693
427,960,691,590,892,405,818,1021,551,626
432,889,762,584,877,413,818,1013,551,626
432,829,822,584,877,413,818,929,551,675
432,818,832,584,984,410,820,871,554,681
557,815,817,584,984,452,820,870,579,673
571,823,805,677,992,464,833,870,550,595
548,846,793,766,992,500,869,881,494,551
538,856,793,766,992,500,841,787,450,332
876,915,783,726,992,506,780,779,438,319
869,922,783,685,992,574,720,769,389,327
908,922,782,685,984,821,827,785,409,368
959,922,591,662,955,1091,771,760,473,369
1144,922,573,723,873,1091,711,750,470,367
1191,877,591,721,870,1121,711,748,591,343
1160,906,516,722,870,1158,727,745,594,311
1173,906,510,737,721,1157,739,745,594,286
1197,906,500,734,721,1247,745,745,523,260
1247,736,634,733,721,1247,756,474,557,260
1385,653,717,624,721,1244,767,415,590,260
1384,682,721,563,721,1123,739,385,591,259
1384,635,768,563,689,1111,711,366,607,293
1487,598,805,796,668,1179,646,312,624,293
1512,528,875,796,675,1135,634,157,756,316
1428,520,958,796,675,956,609,157,756,316
1468,517,950,796,673,949,574,159,756,250
1468,382,1056,796,707,984,573,90,756,285
1468,327,1104,772,669,1005,559,117,769,396
1470,302,977,749,710,1022,382,117,809,443
1456,317,977,740,709,1046,334,117,997,487
1456,317,976,758,640,1046,461,117,940,488
1456,317,964,660,433,1046,461,208,936,517
1346,427,960,649,224,1131,465,222,931,540
1341,432,889,649,222,1123,488,222,938,540
1341,432,829,649,295,1161,504,356,947,491
1341,432,818,649,208,1161,517,364,944,485
1213,557,815,649,299,1120,523,364,858,492
1191,571,823,556,291,1108,510,364,857,822
1288,548,846,468,291,1240,474,353,857,822
1338,538,856,468,291,1240,476,666,857,822
941,876,915,468,291,1234,476,678,832,822
941,869,922,468,291,1230,476,748,811,814
