Accum_y-0,T-1,T-2,T-3,T-4,Accum_y-1
469,944,648,373,792,1181
469,929,630,406,792,1182
481,867,368,730,792,1139
481,854,380,731,674,765
481,823,411,731,580,683
413,748,554,731,579,624
415,618,688,731,554,415
414,613,705,731,494,316
221,720,813,731,494,296
226,696,838,731,494,274
226,636,898,715,510,293
200,663,899,702,523,293
246,667,899,664,561,291
259,667,899,660,354,291
312,636,933,645,323,281
291,657,946,635,332,255
420,677,948,575,392,279
695,691,952,567,400,330
816,691,952,567,400,343
847,691,952,567,190,355
850,693,952,567,190,311
850,693,952,492,265,295
864,698,873,567,254,265
980,700,873,495,326,290
1141,700,822,546,326,382
1136,705,822,488,384,384
1132,696,834,489,384,384
1132,696,791,532,384,385
1139,614,829,579,373,385
1158,614,796,621,373,390
1317,470,936,647,373,393
1478,469,944,648,373,482
1559,469,929,630,406,516
1617,481,867,368,730,523
1620,481,854,380,731,523
1625,481,823,411,731,513
1632,413,748,554,731,512
1633,415,618,688,731,512
1622,414,613,705,731,543
1600,221,720,813,731,590
1671,226,696,838,731,633
1671,226,636,898,715,611
1691,200,663,899,702,611
1641,246,667,899,664,628
1668,259,667,899,660,665
1615,312,636,933,645,680
1602,291,657,946,635,675
1451,420,677,948,575,635
1158,695,691,952,567,589
1037,816,691,952,567,582
1006,847,691,952,567,588
1001,850,693,952,567,592
1001,850,693,952,492,590
982,864,698,873,567,607
865,980,700,873,495,582
705,1141,700,822,546,490
705,1136,705,822,488,487
719,1132,696,834,489,487
727,1132,696,791,532,486
719,1139,614,829,579,486
691,1158,614,796,621,486
510,1317,470,936,647,530
341,1478,469,944,648,526
260,1559,469,929,630,473
199,1617,481,867,368,536
284,1620,481,854,380,536
293,1625,481,823,411,536
286,1632,413,748,554,536
279,1633,415,618,688,536
295,1622,414,613,705,505
295,1600,221,720,813,458
219,1671,226,696,838,438
219,1671,226,636,898,468
220,1691,200,663,899,519
248,1641,246,667,899,549
301,1668,259,667,899,514
302,1615,312,636,933,466
389,1602,291,657,946,466
389,1451,420,677,948,467
411,1158,695,691,952,462
433,1037,816,691,952,456
443,1006,847,691,952,437
511,1001,850,693,952,434
582,1001,850,693,952,439
584,982,864,698,873,426
700,865,980,700,873,457
710,705,1141,700,822,511
710,705,1136,705,822,581
696,719,1132,696,834,640
688,727,1132,696,791,720
686,719,1139,614,829,733
726,691,1158,614,796,743
754,510,1317,470,936,696
754,341,1478,469,944,611
754,260,1559,469,929,565
844,199,1617,481,867,494
807,284,1620,481,854,546
794,293,1625,481,823,604
934,286,1632,413,748,683
937,279,1633,415,618,744
921,295,1622,414,613,761
921,295,1600,221,720,761
920,219,1671,226,696,745
938,219,1671,226,636,744
916,220,1691,200,663,707
890,248,1641,246,667,694
797,301,1668,259,667,692
793,302,1615,312,636,691
706,389,1602,291,657,691
728,389,1451,420,677,690
706,411,1158,695,691,690
684,433,1037,816,691,690
675,443,1006,847,691,690
610,511,1001,850,693,710
539,582,1001,850,693,710
537,584,982,864,698,708
420,700,865,980,700,705
409,710,705,1141,700,692
410,710,705,1136,705,648
485,696,719,1132,696,589
563,688,727,1132,696,525
572,686,719,1139,614,539
555,726,691,1158,614,543
527,754,510,1317,470,636
655,754,341,1478,469,636
719,754,260,1559,469,636
645,844,199,1617,481,636
598,807,284,1620,481,584
597,794,293,1625,481,533
493,934,286,1632,413,473
503,937,279,1633,415,413
525,921,295,1622,414,396
525,921,295,1600,221,402
525,920,219,1671,226,462
507,938,219,1671,226,433
506,916,220,1691,200,419
504,890,248,1641,246,381
565,797,301,1668,259,395
595,793,302,1615,312,511
651,706,389,1602,291,555
673,728,389,1451,420,774
710,706,411,1158,695,787
780,684,433,1037,816,787
781,675,443,1006,847,787
778,610,511,1001,850,767
781,539,582,1001,850,762
781,537,584,982,864,784
782,420,700,865,980,789
782,409,710,705,1141,773
860,410,710,705,1136,773
785,485,696,719,1132,773
707,563,688,727,1132,757
698,572,686,719,1139,731
675,555,726,691,1158,712
675,527,754,510,1317,619
561,655,754,341,1478,619
497,719,754,260,1559,619
472,645,844,199,1617,685
468,598,807,284,1620,685
518,597,794,293,1625,678
482,493,934,286,1632,661
506,503,937,279,1633,663
542,525,921,295,1622,668
546,525,921,295,1600,693
551,525,920,219,1671,626
551,507,938,219,1671,626
551,506,916,220,1691,675
554,504,890,248,1641,681
579,565,797,301,1668,673
550,595,793,302,1615,595
494,651,706,389,1602,551
450,673,728,389,1451,332
438,710,706,411,1158,319
389,780,684,433,1037,327
409,781,675,443,1006,368
473,778,610,511,1001,369
470,781,539,582,1001,367
591,781,537,584,982,343
594,782,420,700,865,311
594,782,409,710,705,286
523,860,410,710,705,260
557,785,485,696,719,260
590,707,563,688,727,260
591,698,572,686,719,259
607,675,555,726,691,293
624,675,527,754,510,293
756,561,655,754,341,316
756,497,719,754,260,316
756,472,645,844,199,250
756,468,598,807,284,285
769,518,597,794,293,396
809,482,493,934,286,443
997,506,503,937,279,487
940,542,525,921,295,488
936,546,525,921,295,517
931,551,525,920,219,540
938,551,507,938,219,540
947,551,506,916,220,491
944,554,504,890,248,485
858,579,565,797,301,492
857,550,595,793,302,822
857,494,651,706,389,822
857,450,673,728,389,822
832,438,710,706,411,822
811,389,780,684,433,814
789,409,781,675,443,773
725,473,778,610,511,770
725,470,781,539,582,779
607,591,781,537,584,813
603,594,782,420,700,812
609,594,782,409,710,812
610,523,860,410,710,812
618,557,785,485,696,812
585,590,707,563,688,930
584,591,698,572,686,1024
568,607,675,555,726,991
551,624,675,527,754,1016
405,756,561,655,754,1053
486,756,497,719,754,1053
717,756,472,645,844,1053
717,756,468,598,807,1018
896,769,518,597,794,907
883,809,482,493,934,858
667,997,506,503,937,1022
887,940,542,525,921,1062
920,936,546,525,921,1003
1176,931,551,525,920,980
1208,938,551,507,938,980
1211,947,551,506,916,980
1219,944,554,504,890,1190
1328,858,579,565,797,1177
1364,857,550,595,793,809
1402,857,494,651,706,824
1415,857,450,673,728,824
1415,832,438,710,706,824
1415,811,389,780,684,824
1415,789,409,781,675,824
1415,725,473,778,610,824
1415,725,470,781,539,826
1412,607,591,781,537,792
1562,603,594,782,420,792
1588,609,594,782,409,792
1596,610,523,860,410,792
1758,618,557,785,485,792
1816,585,590,707,563,674
1837,584,591,698,572,580
1971,568,607,675,555,579
1971,551,624,675,527,554
1971,405,756,561,655,494
1934,486,756,497,719,494
1703,717,756,472,645,494
1703,717,756,468,598,510
1461,896,769,518,597,523
1434,883,809,482,493,561
1425,667,997,506,503,354
1209,887,940,542,525,323
1205,920,936,546,525,332
949,1176,931,551,525,392
910,1208,938,551,507,400
898,1211,947,551,506,400
890,1219,944,554,504,190
781,1328,858,579,565,190
745,1364,857,550,595,265
707,1402,857,494,651,254
694,1415,857,450,673,326
694,1415,832,438,710,326
807,1415,811,389,780,384
967,1415,789,409,781,384
1123,1415,725,473,778,384
1123,1415,725,470,781,373
1123,1412,607,591,781,373
973,1562,603,594,782,373
941,1588,609,594,782,373
924,1596,610,523,860,406
820,1758,618,557,785,730
774,1816,585,590,707,731
754,1837,584,591,698,731
620,1971,568,607,675,731
620,1971,551,624,675,731
620,1971,405,756,561,731
678,1934,486,756,497,731
793,1703,717,756,472,731
794,1703,717,756,468,715
799,1461,896,769,518,702
799,1434,883,809,482,664
987,1425,667,997,506,660
982,1209,887,940,542,645
953,1205,920,936,546,635
953,949,1176,931,551,575
953,910,1208,938,551,567
953,898,1211,947,551,567
963,890,1219,944,554,567
963,781,1328,858,579,567
963,745,1364,857,550,492
966,707,1402,857,494,567
1150,694,1415,857,450,495
1162,694,1415,832,438,546
1050,807,1415,811,389,488
917,967,1415,789,409,489
800,1123,1415,725,473,532
800,1123,1415,725,470,579
802,1123,1412,607,591,621
802,973,1562,603,594,647
805,941,1588,609,594,648
805,924,1596,610,523,630
723,820,1758,618,557,368
713,774,1816,585,590,380
910,754,1837,584,591,411
912,620,1971,568,607,554
1092,620,1971,551,624,688
1102,620,1971,405,756,705
1062,678,1934,486,756,813
947,793,1703,717,756,838
946,794,1703,717,756,898
993,799,1461,896,769,899
993,799,1434,883,809,899
805,987,1425,667,997,899
979,982,1209,887,940,933
1110,953,1205,920,936,946
1216,953,949,1176,931,948
1221,953,910,1208,938,952
1221,953,898,1211,947,952
1211,963,890,1219,944,952
1211,963,781,1328,858,952
1259,963,745,1364,857,952
1263,966,707,1402,857,873
1079,1150,694,1415,857,873
1160,1162,694,1415,832,822
1174,1050,807,1415,811,822
1147,917,967,1415,789,834
1108,800,1123,1415,725,791
1108,800,1123,1415,725,829
1137,802,1123,1412,607,796
1137,802,973,1562,603,936
1147,805,941,1588,609,944
1147,805,924,1596,610,929
1133,723,820,1758,618,867
1138,713,774,1816,585,854
941,910,754,1837,584,823
1098,912,620,1971,568,748
952,1092,620,1971,551,618
1081,1102,620,1971,405,613
1073,1062,678,1934,486,720
1128,947,793,1703,717,696
1134,946,794,1703,717,636
1205,993,799,1461,896,663
1292,993,799,1434,883,667
1391,805,987,1425,667,667
1271,979,982,1209,887,636
1161,1110,953,1205,920,657
1055,1216,953,949,1176,677
1050,1221,953,910,1208,691
1195,1221,953,898,1211,691
1247,1211,963,890,1219,691
1252,1211,963,781,1328,693
1231,1259,963,745,1364,693
1226,1263,966,707,1402,698
1235,1079,1150,694,1415,700
1142,1160,1162,694,1415,700
1159,1174,1050,807,1415,705
1172,1147,917,967,1415,696
1242,1108,800,1123,1415,696
1354,1108,800,1123,1415,614
1467,1137,802,1123,1412,614
1467,1137,802,973,1562,470
1550,1147,805,941,1588,469
1616,1147,805,924,1596,469
1650,1133,723,820,1758,481
1643,1138,713,774,1816,481
1642,941,910,754,1837,481
1483,1098,912,620,1971,413
1503,952,1092,620,1971,415
1409,1081,1102,620,1971,414
1355,1073,1062,678,1934,221
1303,1128,947,793,1703,226
1297,1134,946,794,1703,226
1228,1205,993,799,1461,200
1244,1292,993,799,1434,246
1164,1391,805,987,1425,259
1110,1271,979,982,1209,312
1242,1161,1110,953,1205,291
1276,1055,1216,953,949,420
1290,1050,1221,953,910,695
1181,1195,1221,953,898,816
1251,1247,1211,963,890,847
1263,1252,1211,963,781,850
1249,1231,1259,963,745,850
1247,1226,1263,966,707,864
1271,1235,1079,1150,694,980
1272,1142,1160,1162,694,1141
1240,1159,1174,1050,807,1136
1227,1172,1147,917,967,1132
1157,1242,1108,800,1123,1132
1046,1354,1108,800,1123,1139
903,1467,1137,802,1123,1158
962,1467,1137,802,973,1317
918,1550,1147,805,941,1478
884,1616,1147,805,924,1559
854,1650,1133,723,820,1617
869,1643,1138,713,774,1620
869,1642,941,910,754,1625
870,1483,1098,912,620,1632
946,1503,952,1092,620,1633
939,1409,1081,1102,620,1622
948,1355,1073,1062,678,1600
1147,1303,1128,947,793,1671
1391,1297,1134,946,794,1671
1343,1228,1205,993,799,1691
1240,1244,1292,993,799,1641
1221,1164,1391,805,987,1668
1222,1110,1271,979,982,1615
1104,1242,1161,1110,953,1602
1070,1276,1055,1216,953,1451
1056,1290,1050,1221,953,1158
1020,1181,1195,1221,953,1037
898,1251,1247,1211,963,1006
881,1263,1252,1211,963,1001
868,1249,1231,1259,963,1001
871,1247,1226,1263,966,982
851,1271,1235,1079,1150,865
863,1272,1142,1160,1162,705
868,1240,1159,1174,1050,705
954,1227,1172,1147,917,719
1036,1157,1242,1108,800,727
1124,1046,1354,1108,800,719
1188,903,1467,1137,802,691
1172,962,1467,1137,802,510
1200,918,1550,1147,805,341
1205,884,1616,1147,805,260
1197,854,1650,1133,723,199
1182,869,1643,1138,713,284
1182,869,1642,941,910,293
1181,870,1483,1098,912,286
1051,946,1503,952,1092,279
1036,939,1409,1081,1102,295
1092,948,1355,1073,1062,295
999,1147,1303,1128,947,219
839,1391,1297,1134,946,219
907,1343,1228,1205,993,220
956,1240,1244,1292,993,248
985,1221,1164,1391,805,301
987,1222,1110,1271,979,302
952,1104,1242,1161,1110,389
952,1070,1276,1055,1216,389
1144,1056,1290,1050,1221,411
1147,1020,1181,1195,1221,433
1147,898,1251,1247,1211,443
1147,881,1263,1252,1211,511
1157,868,1249,1231,1259,582
1154,871,1247,1226,1263,584
1141,851,1271,1235,1079,700
1128,863,1272,1142,1160,710
1123,868,1240,1159,1174,710
1051,954,1227,1172,1147,696
980,1036,1157,1242,1108,688
924,1124,1046,1354,1108,686
859,1188,903,1467,1137,726
817,1172,962,1467,1137,754
744,1200,918,1550,1147,754
707,1205,884,1616,1147,754
729,1197,854,1650,1133,844
769,1182,869,1643,1138,807
769,1182,869,1642,941,794
820,1181,870,1483,1098,934
897,1051,946,1503,952,937
874,1036,939,1409,1081,921
823,1092,948,1355,1073,921
753,999,1147,1303,1128,920
727,839,1391,1297,1134,938
670,907,1343,1228,1205,916
668,956,1240,1244,1292,890
708,985,1221,1164,1391,797
758,987,1222,1110,1271,793
780,952,1104,1242,1161,706
851,952,1070,1276,1055,728
717,1144,1056,1290,1050,706
723,1147,1020,1181,1195,684
794,1147,898,1251,1247,675
819,1147,881,1263,1252,610
815,1157,868,1249,1231,539
923,1154,871,1247,1226,537
1135,1141,851,1271,1235,420
1167,1128,863,1272,1142,409
1219,1123,868,1240,1159,410
1280,1051,954,1227,1172,485
1305,980,1036,1157,1242,563
1272,924,1124,1046,1354,572
1285,859,1188,903,1467,555
1404,817,1172,962,1467,527
1400,744,1200,918,1550,655
1400,707,1205,884,1616,719
1378,729,1197,854,1650,645
1338,769,1182,869,1643,598
1355,769,1182,869,1642,597
1322,820,1181,870,1483,493
1341,897,1051,946,1503,503
1375,874,1036,939,1409,525
1426,823,1092,948,1355,525
1424,753,999,1147,1303,525
1374,727,839,1391,1297,507
1441,670,907,1343,1228,506
1452,668,956,1240,1244,504
1384,708,985,1221,1164,565
1331,758,987,1222,1110,595
1309,780,952,1104,1242,651
1336,851,952,1070,1276,673
1330,717,1144,1056,1290,710
1334,723,1147,1020,1181,780
1263,794,1147,898,1251,781
1263,819,1147,881,1263,778
1267,815,1157,868,1249,781
1161,923,1154,871,1247,781
952,1135,1141,851,1271,782
920,1167,1128,863,1272,782
868,1219,1123,868,1240,860
1064,1280,1051,954,1227,785
1087,1305,980,1036,1157,707
1117,1272,924,1124,1046,698
1123,1285,859,1188,903,675
1057,1404,817,1172,962,675
1209,1400,744,1200,918,561
1209,1400,707,1205,884,497
1209,1378,729,1197,854,472
1288,1338,769,1182,869,468
1271,1355,769,1182,869,518
1253,1322,820,1181,870,482
1157,1341,897,1051,946,506
1123,1375,874,1036,939,542
1058,1426,823,1092,948,546
1021,1424,753,999,1147,551
1013,1374,727,839,1391,551
929,1441,670,907,1343,551
871,1452,668,956,1240,554
870,1384,708,985,1221,579
870,1331,758,987,1222,550
881,1309,780,952,1104,494
787,1336,851,952,1070,450
779,1330,717,1144,1056,438
769,1334,723,1147,1020,389
785,1263,794,1147,898,409
760,1263,819,1147,881,473
750,1267,815,1157,868,470
748,1161,923,1154,871,591
745,952,1135,1141,851,594
745,920,1167,1128,863,594
745,868,1219,1123,868,523
474,1064,1280,1051,954,557
415,1087,1305,980,1036,590
385,1117,1272,924,1124,591
366,1123,1285,859,1188,607
312,1057,1404,817,1172,624
157,1209,1400,744,1200,756
157,1209,1400,707,1205,756
159,1209,1378,729,1197,756
90,1288,1338,769,1182,756
117,1271,1355,769,1182,769
117,1253,1322,820,1181,809
117,1157,1341,897,1051,997
117,1123,1375,874,1036,940
208,1058,1426,823,1092,936
222,1021,1424,753,999,931
222,1013,1374,727,839,938
356,929,1441,670,907,947
364,871,1452,668,956,944
364,870,1384,708,985,858
364,870,1331,758,987,857
353,881,1309,780,952,857
666,787,1336,851,952,857
678,779,1330,717,1144,832
748,769,1334,723,1147,811
733,785,1263,794,1147,789
733,760,1263,819,1147,725
733,750,1267,815,1157,725
733,748,1161,923,1154,607
733,745,952,1135,1141,603
733,745,920,1167,1128,609
733,745,868,1219,1123,610
733,474,1064,1280,1051,618
757,415,1087,1305,980,585
791,385,1117,1272,924,584
791,366,1123,1285,859,568
791,312,1057,1404,817,551
793,157,1209,1400,744,405
793,157,1209,1400,707,486
791,159,1209,1378,729,717
781,90,1288,1338,769,717
754,117,1271,1355,769,896
772,117,1253,1322,820,883
929,117,1157,1341,897,667
937,117,1123,1375,874,887
846,208,1058,1426,823,920
832,222,1021,1424,753,1176
854,222,1013,1374,727,1208
721,356,929,1441,670,1211
759,364,871,1452,668,1219
1039,364,870,1384,708,1328
1156,364,870,1331,758,1364
1165,353,881,1309,780,1402
848,666,787,1336,851,1415
834,678,779,1330,717,1415
820,748,769,1334,723,1415
890,733,785,1263,794,1415
893,733,760,1263,819,1415
893,733,750,1267,815,1415
893,733,748,1161,923,1412
909,733,745,952,1135,1562
909,733,745,920,1167,1588
909,733,745,868,1219,1596
909,733,474,1064,1280,1758
885,757,415,1087,1305,1816
851,791,385,1117,1272,1837
851,791,366,1123,1285,1971
851,791,312,1057,1404,1971
849,793,157,1209,1400,1971
849,793,157,1209,1400,1934
853,791,159,1209,1378,1703
902,781,90,1288,1338,1703
930,754,117,1271,1355,1461
947,772,117,1253,1322,1434
856,929,117,1157,1341,1425
1001,937,117,1123,1375,1209
1002,846,208,1058,1426,1205
1003,832,222,1021,1424,949
993,854,222,1013,1374,910
992,721,356,929,1441,898
946,759,364,871,1452,890
666,1039,364,870,1384,781
549,1156,364,870,1331,745
540,1165,353,881,1309,707
589,848,666,787,1336,694
551,834,678,779,1330,694
525,820,748,769,1334,807
458,890,733,785,1263,967
455,893,733,760,1263,1123
455,893,733,750,1267,1123
455,893,733,748,1161,1123
439,909,733,745,952,973
439,909,733,745,920,941
439,909,733,745,868,924
439,909,733,474,1064,820
439,885,757,415,1087,774
439,851,791,385,1117,754
439,851,791,366,1123,620
454,851,791,312,1057,620
469,849,793,157,1209,620
469,849,793,157,1209,678
465,853,791,159,1209,793
527,902,781,90,1288,794
569,930,754,117,1271,799
535,947,772,117,1253,799
647,856,929,117,1157,987
519,1001,937,117,1123,982
545,1002,846,208,1058,953
574,1003,832,222,1021,953
568,993,854,222,1013,953
575,992,721,356,929,953
577,946,759,364,871,963
709,666,1039,364,870,963
711,549,1156,364,870,963
794,540,1165,353,881,966
782,589,848,666,787,1150
778,551,834,678,779,1162
745,525,820,748,769,1050
1020,458,890,733,785,917
1022,455,893,733,760,800
1024,455,893,733,750,800
1024,455,893,733,748,802
1024,439,909,733,745,802
1024,439,909,733,745,805
1024,439,909,733,745,805
1123,439,909,733,474,723
1123,439,885,757,415,713
1123,439,851,791,385,910
1158,439,851,791,366,912
1143,454,851,791,312,1092
1203,469,849,793,157,1102
1372,469,849,793,157,1062
1419,465,853,791,159,947
1309,527,902,781,90,946
1241,569,930,754,117,993
1272,535,947,772,117,993
1114,647,856,929,117,805
1096,519,1001,937,117,979
1069,545,1002,846,208,1110
1039,574,1003,832,222,1216
1034,568,993,854,222,1221
1027,575,992,721,356,1221
1025,577,946,759,364,1211
901,709,666,1039,364,1211
904,711,549,1156,364,1259
821,794,540,1165,353,1263
784,782,589,848,666,1079
819,778,551,834,678,1160
819,745,525,820,748,1174
541,1020,458,890,733,1147
553,1022,455,893,733,1108
552,1024,455,893,733,1108
598,1024,455,893,733,1137
616,1024,439,909,733,1137
616,1024,439,909,733,1147
616,1024,439,909,733,1147
529,1123,439,909,733,1133
530,1123,439,885,757,1138
530,1123,439,851,791,941
495,1158,439,851,791,1098
519,1143,454,851,791,952
444,1203,469,849,793,1081
275,1372,469,849,793,1073
228,1419,465,853,791,1128
227,1309,527,902,781,1134
225,1241,569,930,754,1205
247,1272,535,947,772,1292
356,1114,647,856,929,1391
502,1096,519,1001,937,1271
505,1069,545,1002,846,1161
505,1039,574,1003,832,1055
504,1034,568,993,854,1050
527,1027,575,992,721,1195
527,1025,577,946,759,1247
520,901,709,666,1039,1252
515,904,711,549,1156,1231
515,821,794,540,1165,1226
515,784,782,589,848,1235
480,819,778,551,834,1142
480,819,745,525,820,1159
479,541,1020,458,890,1172
465,553,1022,455,893,1242
535,552,1024,455,893,1354
494,598,1024,455,893,1467
512,616,1024,439,909,1467
551,616,1024,439,909,1550
611,616,1024,439,909,1616
631,529,1123,439,909,1650
631,530,1123,439,885,1643
713,530,1123,439,851,1642
796,495,1158,439,851,1483
788,519,1143,454,851,1503
801,444,1203,469,849,1409
812,275,1372,469,849,1355
856,228,1419,465,853,1303
898,227,1309,527,902,1297
898,225,1241,569,930,1228
844,247,1272,535,947,1244
715,356,1114,647,856,1164
562,502,1096,519,1001,1110
559,505,1069,545,1002,1242
559,505,1039,574,1003,1276
559,504,1034,568,993,1290
536,527,1027,575,992,1181
536,527,1025,577,946,1251
535,520,901,709,666,1263
535,515,904,711,549,1249
535,515,821,794,540,1247
535,515,784,782,589,1271
537,480,819,778,551,1272
537,480,819,745,525,1240
552,479,541,1020,458,1227
564,465,553,1022,455,1157
493,535,552,1024,455,1046
496,494,598,1024,455,903
547,512,616,1024,439,962
508,551,616,1024,439,918
496,611,616,1024,439,884
609,631,529,1123,439,854
763,631,530,1123,439,869
681,713,530,1123,439,869
598,796,495,1158,439,870
582,788,519,1143,454,946
569,801,444,1203,469,939
558,812,275,1372,469,948
514,856,228,1419,465,1147
472,898,227,1309,527,1391
472,898,225,1241,569,1343
472,844,247,1272,535,1240
472,715,356,1114,647,1221
472,562,502,1096,519,1222
472,559,505,1069,545,1104
472,559,505,1039,574,1070
472,559,504,1034,568,1056
472,536,527,1027,575,1020
472,536,527,1025,577,898
507,535,520,901,709,881
517,535,515,904,711,868
517,535,515,821,794,871
517,535,515,784,782,851
563,537,480,819,778,863
586,537,480,819,745,868
573,552,479,541,1020,954
572,564,465,553,1022,1036
650,493,535,552,1024,1124
701,496,494,598,1024,1188
650,547,512,616,1024,1172
767,508,551,616,1024,1200
777,496,611,616,1024,1205
642,609,631,529,1123,1197
487,763,631,530,1123,1182
487,681,713,530,1123,1182
490,598,796,495,1158,1181
491,582,788,519,1143,1051
491,569,801,444,1203,1036
491,558,812,275,1372,1092
495,514,856,228,1419,999
541,472,898,227,1309,839
546,472,898,225,1241,907
592,472,844,247,1272,956
607,472,715,356,1114,985
870,472,562,502,1096,987
925,472,559,505,1069,952
980,472,559,505,1039,952
1012,472,559,504,1034,1144
1212,472,536,527,1027,1147
1216,472,536,527,1025,1147
1181,507,535,520,901,1147
1171,517,535,515,904,1157
1171,517,535,515,821,1154
1211,517,535,515,784,1141
1275,563,537,480,819,1128
1382,586,537,480,819,1123
1380,573,552,479,541,1051
1419,572,564,465,553,980
1435,650,493,535,552,924
1402,701,496,494,598,859
1469,650,547,512,616,817
1491,767,508,551,616,744
1457,777,496,611,616,707
1448,642,609,631,529,729
1448,487,763,631,530,769
1448,487,681,713,530,769
1445,490,598,796,495,820
1444,491,582,788,519,897
1444,491,569,801,444,874
1469,491,558,812,275,823
1479,495,514,856,228,753
1433,541,472,898,227,727
1428,546,472,898,225,670
1382,592,472,844,247,668
1367,607,472,715,356,708
1105,870,472,562,502,758
1050,925,472,559,505,780
1091,980,472,559,505,851
1059,1012,472,559,504,717
859,1212,472,536,527,723
855,1216,472,536,527,794
1089,1181,507,535,520,819
1246,1171,517,535,515,815
1349,1171,517,535,515,923
1368,1211,517,535,515,1135
1260,1275,563,537,480,1167
1130,1382,586,537,480,1219
1130,1380,573,552,479,1280
1080,1419,572,564,465,1305
986,1435,650,493,535,1272
960,1402,701,496,494,1285
857,1469,650,547,512,1404
718,1491,767,508,551,1400
694,1457,777,496,611,1400
693,1448,642,609,631,1378
693,1448,487,763,631,1338
693,1448,487,681,713,1355
693,1445,490,598,796,1322
693,1444,491,582,788,1341
693,1444,491,569,801,1375
668,1469,491,558,812,1426
654,1479,495,514,856,1424
654,1433,541,472,898,1374
654,1428,546,472,898,1441
654,1382,592,472,844,1452
654,1367,607,472,715,1384
653,1105,870,472,562,1331
653,1050,925,472,559,1309
585,1091,980,472,559,1336
646,1059,1012,472,559,1330
706,859,1212,472,536,1334
708,855,1216,472,536,1263
530,1089,1181,507,535,1263
433,1246,1171,517,535,1267
330,1349,1171,517,535,1161
271,1368,1211,517,535,952
267,1260,1275,563,537,920
267,1130,1382,586,537,868
267,1130,1380,573,552,1064
267,1080,1419,572,564,1087
295,986,1435,650,493,1117
328,960,1402,701,496,1123
393,857,1469,650,547,1057
405,718,1491,767,508,1209
430,694,1457,777,496,1209
465,693,1448,642,609,1209
466,693,1448,487,763,1288
498,693,1448,487,681,1271
750,693,1445,490,598,1253
809,693,1444,491,582,1157
818,693,1444,491,569,1123
818,668,1469,491,558,1058
818,654,1479,495,514,1021
818,654,1433,541,472,1013
818,654,1428,546,472,929
820,654,1382,592,472,871
820,654,1367,607,472,870
833,653,1105,870,472,870
869,653,1050,925,472,881
841,585,1091,980,472,787
780,646,1059,1012,472,779
720,706,859,1212,472,769
827,708,855,1216,472,785
771,530,1089,1181,507,760
711,433,1246,1171,517,750
711,330,1349,1171,517,748
727,271,1368,1211,517,745
739,267,1260,1275,563,745
745,267,1130,1382,586,745
756,267,1130,1380,573,474
767,267,1080,1419,572,415
739,295,986,1435,650,385
711,328,960,1402,701,366
646,393,857,1469,650,312
634,405,718,1491,767,157
609,430,694,1457,777,157
574,465,693,1448,642,159
573,466,693,1448,487,90
559,498,693,1448,487,117
382,750,693,1445,490,117
334,809,693,1444,491,117
461,818,693,1444,491,117
461,818,668,1469,491,208
465,818,654,1479,495,222
488,818,654,1433,541,222
504,818,654,1428,546,356
517,820,654,1382,592,364
523,820,654,1367,607,364
510,833,653,1105,870,364
474,869,653,1050,925,353
476,841,585,1091,980,666
476,780,646,1059,1012,678
476,720,706,859,1212,748
367,827,708,855,1216,733
367,771,530,1089,1181,733
367,711,433,1246,1171,733
367,711,330,1349,1171,733
351,727,271,1368,1211,733
339,739,267,1260,1275,733
333,745,267,1130,1382,733
322,756,267,1130,1380,733
311,767,267,1080,1419,757
311,739,295,986,1435,791
330,711,328,960,1402,791
330,646,393,857,1469,791
330,634,405,718,1491,793
340,609,430,694,1457,793
408,574,465,693,1448,791
492,573,466,693,1448,781
474,559,498,693,1448,754
415,382,750,693,1445,772
406,334,809,693,1444,929
270,461,818,693,1444,937
270,461,818,668,1469,846
274,465,818,654,1479,832
465,488,818,654,1433,854
449,504,818,654,1428,721
436,517,820,654,1382,759
524,523,820,654,1367,1039
538,510,833,653,1105,1156
541,474,869,653,1050,1165
539,476,841,585,1091,848
561,476,780,646,1059,834
561,476,720,706,859,820
561,367,827,708,855,890
561,367,771,530,1089,893
561,367,711,433,1246,893
561,367,711,330,1349,893
564,351,727,271,1368,909
569,339,739,267,1260,909
571,333,745,267,1130,909
571,322,756,267,1130,909
571,311,767,267,1080,885
571,311,739,295,986,851
547,330,711,328,960,851
557,330,646,393,857,851
598,330,634,405,718,849
605,340,609,430,694,849
600,408,574,465,693,853
555,492,573,466,693,902
593,474,559,498,693,930
577,415,382,750,693,947
594,406,334,809,693,856
594,270,461,818,693,1001
596,270,461,818,668,1002
622,274,465,818,654,1003
466,465,488,818,654,993
469,449,504,818,654,992
467,436,517,820,654,946
373,524,523,820,654,666
359,538,510,833,653,549
356,541,474,869,653,540
356,539,476,841,585,589
334,561,476,780,646,551
334,561,476,720,706,525
363,561,367,827,708,458
371,561,367,771,530,455
424,561,367,711,433,455
427,561,367,711,330,455
464,564,351,727,271,439
542,569,339,739,267,439
544,571,333,745,267,439
663,571,322,756,267,439
956,571,311,767,267,439
967,571,311,739,295,439
1206,547,330,711,328,439
1196,557,330,646,393,454
1155,598,330,634,405,469
1138,605,340,609,430,469
1075,600,408,574,465,465
1055,555,492,573,466,527
1043,593,474,559,498,569
1043,577,415,382,750,535
1024,594,406,334,809,647
1024,594,270,461,818,519
1022,596,270,461,818,545
989,622,274,465,818,574
1126,466,465,488,818,568
